112,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,002,35/04/05/002,"damazai, pri. sch. i",janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
113,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,013,35/04/05/013,gashaka pri. school ii,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
114,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,019,35/04/05/019,kurmi open space,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
115,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,007,35/04/05/007,janga siri pri school,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
116,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,018,35/04/05/018,"korofi, pri. sch.",janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
117,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,012,35/04/05/012,kofar bulama borehole,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
118,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,024,35/04/05/024,janga dagauda pri. school,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
119,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,023,35/04/05/023,garin yerima,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
120,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,022,35/04/05/022,maidede unguwar lamba,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
121,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,005,35/04/05/005,"gashaka , pri. sch.",janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
122,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,010,35/04/05/010,"zamani, pri. sch.",janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
123,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,006,35/04/05/006,"janga dole, pri. sch.",janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
124,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,011,35/04/05/011,gashaka dispensary,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
125,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,015,35/04/05/015,garin zomo pri. sch,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
126,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,016,35/04/05/016,janga dole dispensary,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
127,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,020,35/04/05/020,garin gabo open space,janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
128,yobe,fika,janga / boza / fa. sawa / t. nanai,35,04,05,021,35/04/05/021,"koromchi, open space",janga / boza / fa. sawa / t. nanai (ward: 05) - yobe
129,yobe,fika,mubi / fusami / garin wayo,35,04,06,011,35/04/06/011,gurdum open space,mubi / fusami / garin wayo (ward: 06) - yobe
130,yobe,fika,mubi / fusami / garin wayo,35,04,06,006,35/04/06/006,"mubi fusami, pri. sch ii",mubi / fusami / garin wayo (ward: 06) - yobe
131,yobe,fika,mubi / fusami / garin wayo,35,04,06,010,35/04/06/010,lamba bah sule,mubi / fusami / garin wayo (ward: 06) - yobe
132,yobe,fika,mubi / fusami / garin wayo,35,04,06,009,35/04/06/009,kofar wakili dispensary,mubi / fusami / garin wayo (ward: 06) - yobe
133,yobe,fika,mubi / fusami / garin wayo,35,04,06,008,35/04/06/008,"mai yanga, pri. sch.",mubi / fusami / garin wayo (ward: 06) - yobe
134,yobe,fika,mubi / fusami / garin wayo,35,04,06,007,35/04/06/007,badawa open space,mubi / fusami / garin wayo (ward: 06) - yobe
135,yobe,fika,mubi / fusami / garin wayo,35,04,06,005,35/04/06/005,"mubi fusami,pri. sch i",mubi / fusami / garin wayo (ward: 06) - yobe
136,yobe,fika,mubi / fusami / garin wayo,35,04,06,004,35/04/06/004,"garin wayo, pri. sch.",mubi / fusami / garin wayo (ward: 06) - yobe
137,yobe,fika,mubi / fusami / garin wayo,35,04,06,003,35/04/06/003,"garin eji, pri. sch.",mubi / fusami / garin wayo (ward: 06) - yobe
138,yobe,fika,mubi / fusami / garin wayo,35,04,06,002,35/04/06/002,"gadana, pri. sch.",mubi / fusami / garin wayo (ward: 06) - yobe
139,yobe,fika,mubi / fusami / garin wayo,35,04,06,001,35/04/06/001,"banale, pri. sch.",mubi / fusami / garin wayo (ward: 06) - yobe
140,yobe,fika,ngalda/dumbulwa,35,04,07,021,35/04/07/021,unguwan gada pri. school i,ngalda/dumbulwa (ward: 07) - yobe
141,yobe,fika,ngalda/dumbulwa,35,04,07,013,35/04/07/013,gantsa fadama iii,ngalda/dumbulwa (ward: 07) - yobe
142,yobe,fika,ngalda/dumbulwa,35,04,07,010,35/04/07/010,"tundun wada, dispensary ii",ngalda/dumbulwa (ward: 07) - yobe
143,yobe,fika,ngalda/dumbulwa,35,04,07,018,35/04/07/018,ngalda vetinary,ngalda/dumbulwa (ward: 07) - yobe
144,yobe,fika,ngalda/dumbulwa,35,04,07,003,35/04/07/003,"gagaru ,pri. sch. ii",ngalda/dumbulwa (ward: 07) - yobe
145,yobe,fika,ngalda/dumbulwa,35,04,07,004,35/04/07/004,"garin chindo, pri. sch.",ngalda/dumbulwa (ward: 07) - yobe
146,yobe,fika,ngalda/dumbulwa,35,04,07,009,35/04/07/009,"tundun wada, dispensary i",ngalda/dumbulwa (ward: 07) - yobe
147,yobe,fika,ngalda/dumbulwa,35,04,07,002,35/04/07/002,"gagaru, pri. sch. i",ngalda/dumbulwa (ward: 07) - yobe
148,yobe,fika,ngalda/dumbulwa,35,04,07,008,35/04/07/008,"tadan gara, pri. sch.",ngalda/dumbulwa (ward: 07) - yobe
149,yobe,fika,ngalda/dumbulwa,35,04,07,014,35/04/07/014,tudun wada dumbulwa,ngalda/dumbulwa (ward: 07) - yobe
150,yobe,fika,ngalda/dumbulwa,35,04,07,007,35/04/07/007,"sabon layi, dispensary",ngalda/dumbulwa (ward: 07) - yobe
151,yobe,fika,ngalda/dumbulwa,35,04,07,019,35/04/07/019,"ngalda, primary health care a",ngalda/dumbulwa (ward: 07) - yobe
152,yobe,fika,ngalda/dumbulwa,35,04,07,012,35/04/07/012,tadangara  pri. sch ii,ngalda/dumbulwa (ward: 07) - yobe
153,yobe,fika,ngalda/dumbulwa,35,04,07,024,35/04/07/024,tudun wada tsamiya open space,ngalda/dumbulwa (ward: 07) - yobe
154,yobe,fika,ngalda/dumbulwa,35,04,07,023,35/04/07/023,tudun wada aduwa open space,ngalda/dumbulwa (ward: 07) - yobe
155,yobe,fika,ngalda/dumbulwa,35,04,07,017,35/04/07/017,garin chindo dispensary,ngalda/dumbulwa (ward: 07) - yobe
156,yobe,fika,ngalda/dumbulwa,35,04,07,022,35/04/07/022,unguwan gada pri. school ii,ngalda/dumbulwa (ward: 07) - yobe
157,yobe,fika,ngalda/dumbulwa,35,04,07,001,35/04/07/001,"dumbulwa ,pri. sch.",ngalda/dumbulwa (ward: 07) - yobe
158,yobe,fika,ngalda/dumbulwa,35,04,07,005,35/04/07/005,"kerem bello,pri. sch.",ngalda/dumbulwa (ward: 07) - yobe
159,yobe,fika,ngalda/dumbulwa,35,04,07,006,35/04/07/006,"ngalda, ri. sch.",ngalda/dumbulwa (ward: 07) - yobe
160,yobe,fika,ngalda/dumbulwa,35,04,07,011,35/04/07/011,wasande kerem,ngalda/dumbulwa (ward: 07) - yobe
161,yobe,fika,ngalda/dumbulwa,35,04,07,015,35/04/07/015,rijiyan aduwa open space,ngalda/dumbulwa (ward: 07) - yobe
162,yobe,fika,ngalda/dumbulwa,35,04,07,016,35/04/07/016,kaliyo open space,ngalda/dumbulwa (ward: 07) - yobe
163,yobe,fika,ngalda/dumbulwa,35,04,07,020,35/04/07/020,"ngalda, primary health care b",ngalda/dumbulwa (ward: 07) - yobe
164,yobe,fika,shoye/garin aba,35,04,08,009,35/04/08/009,baba nana openspace,shoye/garin aba (ward: 08) - yobe
165,yobe,fika,shoye/garin aba,35,04,08,002,35/04/08/002,"garin abba, pri. sch. i",shoye/garin aba (ward: 08) - yobe
166,yobe,fika,shoye/garin aba,35,04,08,010,35/04/08/010,garin aba dispensary,shoye/garin aba (ward: 08) - yobe
167,yobe,fika,shoye/garin aba,35,04,08,008,35/04/08/008,dadin kowa pri. school,shoye/garin aba (ward: 08) - yobe
168,yobe,fika,shoye/garin aba,35,04,08,006,35/04/08/006,"lampo, kofar mai unguwa",shoye/garin aba (ward: 08) - yobe
169,yobe,fika,shoye/garin aba,35,04,08,005,35/04/08/005,gashinge pri. sch.,shoye/garin aba (ward: 08) - yobe
170,yobe,fika,shoye/garin aba,35,04,08,003,35/04/08/003,"garin abba, pri. sch. ii",shoye/garin aba (ward: 08) - yobe
171,yobe,fika,shoye/garin aba,35,04,08,004,35/04/08/004,"garin dauya, pri. sch.",shoye/garin aba (ward: 08) - yobe
172,yobe,fika,shoye/garin aba,35,04,08,007,35/04/08/007,sabon fege primary school,shoye/garin aba (ward: 08) - yobe
173,yobe,fika,shoye/garin aba,35,04,08,001,35/04/08/001,"balde, balde pri. sch.",shoye/garin aba (ward: 08) - yobe
174,yobe,fika,turmi / maluri,35,04,09,011,35/04/09/011,gurjaje clinic,turmi / maluri (ward: 09) - yobe
175,yobe,fika,turmi / maluri,35,04,09,009,35/04/09/009,dogon karfe open space,turmi / maluri (ward: 09) - yobe
176,yobe,fika,turmi / maluri,35,04,09,012,35/04/09/012,manawachi layin kwano,turmi / maluri (ward: 09) - yobe
177,yobe,fika,turmi / maluri,35,04,09,010,35/04/09/010,dogon goro open space,turmi / maluri (ward: 09) - yobe
178,yobe,fika,turmi / maluri,35,04,09,001,35/04/09/001,"dan burni, dispensary",turmi / maluri (ward: 09) - yobe
179,yobe,fika,turmi / maluri,35,04,09,002,35/04/09/002,"gurjaje, pri. sch",turmi / maluri (ward: 09) - yobe
180,yobe,fika,turmi / maluri,35,04,09,013,35/04/09/013,turmi viewing centre,turmi / maluri (ward: 09) - yobe
181,yobe,fika,turmi / maluri,35,04,09,005,35/04/09/005,"unguwa tambari, pri. sch",turmi / maluri (ward: 09) - yobe
182,yobe,fika,turmi / maluri,35,04,09,014,35/04/09/014,turmi pri. health care,turmi / maluri (ward: 09) - yobe
183,yobe,fika,turmi / maluri,35,04,09,008,35/04/09/008,maiduwari g d s s,turmi / maluri (ward: 09) - yobe
184,yobe,fika,turmi / maluri,35,04,09,006,35/04/09/006,bakin kasuwan maluri,turmi / maluri (ward: 09) - yobe
185,yobe,fika,turmi / maluri,35,04,09,007,35/04/09/007,maluri viewing centre,turmi / maluri (ward: 09) - yobe
186,yobe,fika,turmi / maluri,35,04,09,004,35/04/09/004,"turmi, pri. sch.",turmi / maluri (ward: 09) - yobe
187,yobe,fika,turmi / maluri,35,04,09,003,35/04/09/003,"manawachi, pri. sch.",turmi / maluri (ward: 09) - yobe
188,yobe,fika,zangaya/mazawaun,35,04,10,001,35/04/10/001,zangaya pri.school,zangaya/mazawaun (ward: 10) - yobe
189,yobe,fika,zangaya/mazawaun,35,04,10,003,35/04/10/003,dogon kuka pri school,zangaya/mazawaun (ward: 10) - yobe
190,yobe,fika,zangaya/mazawaun,35,04,10,006,35/04/10/006,dogon kuka gari open space,zangaya/mazawaun (ward: 10) - yobe
191,yobe,fika,zangaya/mazawaun,35,04,10,005,35/04/10/005,duffunel adowa open space,zangaya/mazawaun (ward: 10) - yobe
192,yobe,fika,zangaya/mazawaun,35,04,10,004,35/04/10/004,duffuwel pri.school,zangaya/mazawaun (ward: 10) - yobe
193,yobe,fika,zangaya/mazawaun,35,04,10,010,35/04/10/010,nguro ade open space,zangaya/mazawaun (ward: 10) - yobe
194,yobe,fika,zangaya/mazawaun,35,04,10,011,35/04/10/011,sabon layi open space,zangaya/mazawaun (ward: 10) - yobe
195,yobe,fika,zangaya/mazawaun,35,04,10,009,35/04/10/009,gashua pri. sch.,zangaya/mazawaun (ward: 10) - yobe
196,yobe,fika,zangaya/mazawaun,35,04,10,002,35/04/10/002,mazawun pri school,zangaya/mazawaun (ward: 10) - yobe
